,,,PARTNUM,EFL,DIA,R1,G1,CT1,R2,G2,CT2,R3,G3,CT3,R4
LEN,RO,,L-AOC192,50,30,34.811,BAFN10,11,-22.12,SF10,2.2,-203.5
LEN,RO,,L-AOC193,70.8,30,43.253,BK7,8.5,-31.498,SF2,3,-98.001
LEN,RO,,L-AOC194,75,30,43.157,BK7,8.4,-33.551,SF2,3,-118.961
LEN,RO,,L-AOC195,100,30,64.28,SK11,6.23,-44.98,SF5,2.5,-180.44
LEN,RO,,L-AOC196,125,30,81.533,SK11,4.92,-56.59,SF5,2.5,-220.07
LEN,RO,,L-AOC197,150,30,91.308,BK7,8.1,-65.57,SF5,2.6,-195.886
LEN,RO,,L-AOC198,170,30,88.926,BAK1,4.25,-74.958,SF5,2.4,-852.87
LEN,RO,,L-AOC199,180,30,120.149,BK7,5.21,-76.208,SF5,2.9,-201.898
LEN,RO,,L-AOC200,200,30,134.13,BK7,5.3,-84.588,SF5,3.2,-222.93
LEN,RO,,L-AOC201,250,30,158.604,SK11,4.12,-115.314,SF5,3.1,-480.769
LEN,RO,,L-AOC202,300,30,210.748,BAK4,5,-81.288,F3,4.4,-515.73
LEN,RO,,L-AOC203,60,31,41.533,BAFN10,9,-32.703,SF11,2.4,-188.111
LEN,RO,,L-AOC204,135,31,82.481,BK7,6,-60.976,SF5,2.4,-179.469
LEN,RO,,L-AOC205,100,31.5,64.28,SK11,6.23,-44.98,SF5,2.5,-180.44
LEN,RO,,L-AOC206,240,31.7,147.124,BK7,5.8,-107.596,SF5,3,-317.36
LEN,RO,,L-AOC207,272,31.7,165.645,BK7,5.6,-123.077,SF5,4,-366.032
LEN,RO,,L-AOC208,31.8,10,20.039,SSK4,2.3,-13.106,SF8,1.3,-111.319
LEN,RO,,L-AOC209,115,32,70.462,BK7,8.5,-51.584,SF5,2.5,-150.399
LEN,RO,,L-AOC210,200,32,122.234,BK7,5,-90.408,SF5,3.1,-267.023
LEN,RO,,L-AOC211,260,32,164.962,SK11,4.36,-119.919,SF5,3.2,-500
LEN,RO,,L-AOC212,65,34,44.93,BAFN10,9.4,-35.735,SF11,1.7,-208.073
LEN,RO,,L-AOC213,140,34,85.602,BK7,6.3,-63.436,SF5,2.5,-186.254
LEN,RO,,L-AOC214,93,35,57.143,BK7,9.5,-42.722,SF5,2.6,-122.055
LEN,RO,,L-AOC215,122,35,75.036,BK7,10,-54.579,SF5,4.1,-157.431
LEN,RO,,L-AOC216,125,35,76.564,BK7,7,-56.815,SF5,2.1,-165.86
LEN,RO,,L-AOC217,86.8,36,49.15,BK7,8.5,-41.47,F4,2.5,-175.009
LEN,RO,,L-AOC218,115,36,70.622,BK7,7,-52.732,SF5,2.2,-152.58
LEN,RO,,L-AOC219,120,37,73.551,BK7,8,-54.768,SF5,2.2,-159.084
LEN,RO,,L-AOC220,265,38,161.394,BK7,6,-119.804,SF5,3.2,-356.506
LEN,RO,,L-AOC221,250,38.1,145.922,BK7,8,-102.051,F4,3.5,-423.908
LEN,RO,,L-AOC222,280,38.1,170.59,BK7,6,-126.743,SF5,3.5,-376.79
LEN,RO,,L-AOC223,600,50.8,357.271,BK7,5.3,-246.063,F4,4,-981.354
LEN,RO,,L-AOC224,60,40,37.33,SK11,14.46,-31.54,SF5,3,-124.518
LEN,RO,,L-AOC225,70.3,40,44.45,BK7,14.2,-32.5,SF2,3,-91.752
LEN,RO,,L-AOC226,80,40,53.761,BAFN10,12.07,-36.73,SF10,4,-435.92
LEN,RO,,L-AOC228,100,40,60.46,U_BALK3,9,-49.201,SF15,3,-133.797
LEN,RO,,L-AOC229,140,40,89.928,SK11,7.14,-62.909,SF5,3,-253.807
LEN,RO,,L-AOC230,150.1,40,88.23,BK7,7.9,-66.216,SF2,3,-228.363
LEN,RO,,L-AOC231,160,40,102.596,SK11,6.43,-71.922,SF5,3,-292.227
LEN,RO,,L-AOC232,169.7,40,101.204,BK7,7.3,-73.899,SF2,3,-249.004
LEN,RO,,L-AOC233,237.8,40,138.966,BK7,5.5,0,F4,3.5,-402.901
LEN,RO,,L-AOC234,249.1,40,142.959,BK7,5.8,-109.004,SF2,3,-400
LEN,RO,,L-AOC235,300,40,190.803,SK11,5.12,-138.026,SF5,4.2,-571.755
LEN,RO,,L-AOC236,360,56.5,187.706,BK7,10,-154.483,F4,7,-898.906
LEN,RO,,L-AOC237,350,40,260.589,BK7,4.3,-139.512,SF5,3,-336.436
LEN,RO,,L-AOC238,60,25.4,28.387,BK7,7.5,-28.039,F4,2,-316.23
LEN,RO,,L-AOC239,120,30,79.65,BK7,7.68,-50.53,SF5,3,-135.85
LEN,RO,,L-AOC240,400,40,313.992,BK7,5.3,-154.743,SF5,3,-360.026
LEN,RO,,L-AOC241,450,40,312.598,BAK4,4.3,-122.429,F3,3.9,-799.361
LEN,RO,,L-AOC242,300,82,197.863,SK11,12.5,-133.708,SF5,7.1,-509.424
LEN,RO,,L-AOC243,105,42,72.406,BAFN10,11,-55.972,SF11,3.1,-331.345
LEN,RO,,L-AOC244,100,33,61.645,BK7,8,-45.506,SF5,3.1,-130.158
LEN,RO,,L-AOC245,179,45.7,102.585,SK16,15,-39.2,SF12,5,-2915.452
LEN,RO,,L-AOC246,125,47,76.705,BK7,10,-58.194,SF5,2,-167.31
LEN,RO,,L-AOC247,75,49,43.51,BK7,18.3,-36.303,SF5,3.5,-109.994
LEN,RO,,L-AOC248,81,50,50,BK7,18.9,-38.5,SF2,4,-111.111
LEN,RO,,L-AOC249,100,50,59.508,BK7,16.5,-47.379,SF5,2.25,-140.62
LEN,RO,,L-AOC250,120,50,70.691,BK7,13.5,-49.699,F4,4,-195.925
LEN,RO,,L-AOC251,150.7,50,90.001,BK7,11.5,-66.216,SF2,4,-219.78
LEN,RO,,L-AOC252,160,50,93.976,BK7,11.4,-65.249,F4,2.6,-264.831
LEN,RO,,L-AOC253,169.8,50,102.135,BK7,10.5,-74.588,SF2,4,-244.978
LEN,RO,,L-AOC254,200,50,95.394,BK7,9.8,-86.106,F4,3.3,-841.26
LEN,RO,,L-AOC255,250,50,153.999,BK7,9.4,-111.68,SF5,3.3,-326.23
LEN,RO,,L-AOC256,260,50,166.639,SK11,6.89,-117.578,SF5,5.4,-478.469
LEN,RO,,L-AOC257,330,50,201.005,BK7,8,-149.477,SF5,5,-443.853
LEN,RO,,L-AOC258,400,50,233.536,BK7,9,-163.319,F4,3,-681.663
LEN,RO,,L-AOC259,500,50,291.036,BK7,8,-203.5,F4,2,-859.107
LEN,RO,,L-AOC260,600,50,357.271,BK7,5.3,-246.063,F4,4,-981.354
LEN,RO,,L-AOC261,700,50,428.082,BALKN3,5,-321.027,SF15,5,-892.857
LEN,RO,,L-AOC262,750,50,435.54,BK7,7.3,-305.25,F4,2,-1297.017
LEN,RO,,L-AOC263,1000,50,488.281,BK7,4.3,-488.281,SF2,4,-3058.104
LEN,RO,,L-AOC264,100,50.8,58.391,BK7,16.5,-40.83,F4,2,-164.447
LEN,RO,,L-AOC265,120,50.8,70.691,BK7,13.5,-49.699,F4,4,-195.925
LEN,RO,,L-AOC266,150.7,50.8,90.001,BK7,11.5,-66.216,SF2,4,-219.78
LEN,RO,,L-AOC267,200,50.8,114.732,BK7,9.8,-81.92,F4,3.3,-354.233
LEN,RO,,L-AOC268,250,50.8,145.518,BK7,9.4,-101.698,F4,3.3,-426.076
LEN,RO,,L-AOC269,300,50.8,175.932,BK7,6,-123.032,F4,4,-506.073
LEN,RO,,L-AOC270,400,50.8,233.536,BK7,9,-163.319,F4,3,-681.663
LEN,RO,,L-AOC271,500,50.8,291.036,BK7,8,-203.5,F4,2,-859.107
LEN,RO,,L-AOC272,750,50.8,435.54,BK7,7.3,-305.25,F4,2,-1297.017
LEN,RO,,L-AOC273,1000,50.8,568.505,BK7,5.3,-408.998,F4,4,-1838.235
LEN,RO,,L-AOC274,203,51,124.518,BK7,9,-92.081,SF5,4,-268.673
LEN,RO,,L-AOC275,225,51,137.533,BK7,8,-102.239,SF5,3.9,-300.662
LEN,RO,,L-AOC276,450,51.5,273.224,BK7,5.5,-204.708,SF5,2.7,-613.497
LEN,RO,,L-AOC277,192,52,117.481,BK7,9.4,-87.436,SF5,3,-255.951
LEN,RO,,L-AOC278,330,52,201.005,BK7,8,-149.477,SF5,4.9,-443.853
LEN,RO,,L-AOC279,210,53.8,128.766,BK7,10,-95.293,SF5,4.8,-277.778
