LEN,Manufacturer ID,Category,PN# element,FOC [mm],Dia [mm],R curvature [mm],Glass Type,Th [mm],R2
LEN,IS,IR,AL-PX-12-25,25.4,12.7,15.92,SAPPHIRE_O,2.8,0
LEN,IS,IR,AL-PX-12-50,50.8,12.7,31.62,SAPPHIRE_O,2.1,0
LEN,IS,IR,AL-PX-12-76,76.2,12.7,47.64,SAPPHIRE_O,1.9,0
LEN,IS,IR,AL-PX-25-50,50.8,25.4,31.62,SAPPHIRE_O,4.7,0
LEN,IS,IR,AL-PX-25-63,63.5,25.4,39.61,SAPPHIRE_O,4.1,0
LEN,IS,IR,AL-PX-25-76,76.2,25.4,47.64,SAPPHIRE_O,3.7,0
LEN,IS,IR,AL-PX-25-100,100.0,25.4,62.37,SAPPHIRE_O,3.3,0
LEN,IS,IR,AL-PX-25-200,200.0,25.4,124.74,SAPPHIRE_O,2.7,0
LEN,IS,IR,AL-PX-25-500,500.0,25.4,311.90,SAPPHIRE_O,2.3,0
LEN,IS,IR,AL-PX-38-50,50.8,38.1,31.62,SAPPHIRE_O,8.9,0
LEN,IS,IR,AL-PX-38-63,63.5,38.1,39.61,SAPPHIRE_O,7.4,0
LEN,IS,IR,AL-PX-38-76,76.2,38.1,47.64,SAPPHIRE_O,6.5,0
LEN,IS,IR,AL-PX-38-100,100.0,38.1,62.37,SAPPHIRE_O,5.5,0
LEN,IS,IR,AL-PX-38-200,200.0,38.1,124.74,SAPPHIRE_O,4.0,0
LEN,IS,IR,AL-PX-38-500,500.0,38.1,311.90,SAPPHIRE_O,3.1,0
LEN,IS,IR,AL-PX-50-76,76.2,50.8,47.64,SAPPHIRE_O,9.8,0
LEN,IS,IR,AL-PX-50-100,100.0,50.8,62.37,SAPPHIRE_O,7.9,0
LEN,IS,IR,AL-PX-50-200,200.0,50.8,124.74,SAPPHIRE_O,5.1,0
LEN,IS,IR,AL-PX-50-500,500.0,50.8,311.90,SAPPHIRE_O,3.5,0
LEN,IS,IR,SI-PM-12-12,12.7,12.7,18.92,SILICON,2.6,12.88
LEN,IS,IR,SI-PM-12-25,25.4,12.7,39.26,SILICON,2.3,25.00
LEN,IS,IR,SI-PM-12-50,50.8,12.7,81.67,SILICON,2.1,50.48
LEN,IS,IR,SI-PM-25-25,25.4,25.4,39.26,SILICON,3.3,25.00
LEN,IS,IR,SI-PM-25-38,38.1,25.4,63.39,SILICON,2.9,38.73
LEN,IS,IR,SI-PM-25-50,50.8,25.4,81.67,SILICON,2.6,50.48
LEN,IS,IR,SI-PM-25-63,63.5,25.4,105.45,SILICON,2.5,63.68
LEN,IS,IR,SI-PM-25-76,76.2,25.4,130.61,SILICON,2.4,76.05
LEN,IS,IR,SI-PM-25-100,100.0,25.4,168.27,SILICON,2.3,100.00
LEN,IS,IR,SI-PM-25-127,127.0,25.4,212.83,SILICON,2.3,127.35
LEN,IS,IR,SI-PM-25-150,150.0,25.4,255.90,SILICON,2.3,151.01
LEN,IS,IR,SI-PM-38-38,38.1,38.1,60.13,SILICON,5.0,38.73
LEN,IS,IR,SI-PM-38-50,50.8,38.1,79.43,SILICON,4.4,50.48
LEN,IS,IR,SI-PM-38-63,63.5,38.1,103.05,SILICON,4.1,63.68
LEN,IS,IR,SI-PM-38-76,76.2,38.1,130.61,SILICON,3.9,78.16
LEN,IS,IR,SI-PM-38-100,100.0,38.1,164.47,SILICON,3.7,100.00
LEN,IS,IR,SI-PM-38-127,127.0,38.1,212.83,SILICON,3.6,127.35
LEN,IS,IR,SI-PM-38-150,150.0,38.1,255.90,SILICON,3.4,151.01
LEN,IS,IR,SI-PM-38-200,200.0,38.1,336.39,SILICON,3.3,199.08
LEN,IS,IR,SI-PM-50-50,50.8,50.8,86.70,SILICON,6.2,53.33
LEN,IS,IR,SI-PM-50-63,63.5,50.8,103.05,SILICON,5.6,63.68
LEN,IS,IR,SI-PM-50-76,76.2,50.8,130.61,SILICON,5.3,78.16
LEN,IS,IR,SI-PM-50-100,100.0,50.8,164.47,SILICON,4.8,100.00
LEN,IS,IR,SI-PM-50-127,127.0,50.8,212.83,SILICON,4.5,127.35
LEN,IS,IR,SI-PM-50-150,150.0,50.8,255.90,SILICON,4.4,151.01
LEN,IS,IR,SI-PM-50-200,200.0,50.8,336.39,SILICON,4.2,199.08
LEN,IS,IR,SI-NM-12-12,-12.7,12.7,12.70,SILICON,1.2,22.91
LEN,IS,IR,SI-NM-12-25,-25.4,12.7,25.35,SILICON,1.7,45.29
LEN,IS,IR,SI-NM-12-50,-50.8,12.7,50.70,SILICON,1.9,89.14
LEN,IS,IR,SI-NM-25-25,-25.4,25.4,25.35,SILICON,1.5,45.29
LEN,IS,IR,SI-NM-25-38,-38.1,25.4,39.08,SILICON,2.1,70.15
LEN,IS,IR,SI-NM-25-50,-50.8,25.4,50.70,SILICON,2.3,89.14
LEN,IS,IR,SI-NM-25-63,-63.5,25.4,69.66,SILICON,2.6,130.62
LEN,IS,IR,SI-NM-25-76,-76.2,25.4,76.39,SILICON,2.6,134.29
LEN,IS,IR,SI-NM-25-100,-100.0,25.4,96.38,SILICON,2.7,162.22
LEN,IS,IR,SI-NM-25-127,-127.0,25.4,127.98,SILICON,2.8,222.86
LEN,IS,IR,SI-NM-25-150,-150.0,25.4,151.05,SILICON,2.8,265.52
LEN,IS,IR,SI-NM-38-38,-38.1,38.1,39.08,SILICON,1.8,70.15
LEN,IS,IR,SI-NM-38-50,-50.8,38.1,50.70,SILICON,2.3,89.14
LEN,IS,IR,SI-NM-38-63,-63.5,38.1,69.66,SILICON,2.7,130.62
LEN,IS,IR,SI-NM-38-76,-76.2,38.1,76.39,SILICON,2.8,134.29
LEN,IS,IR,SI-NM-38-100,-100.0,38.1,96.38,SILICON,3.2,162.22
LEN,IS,IR,SI-NM-38-127,-127.0,38.1,127.98,SILICON,3.4,222.86
LEN,IS,IR,SI-NM-38-150,-150.0,38.1,151.05,SILICON,3.4,265.52
LEN,IS,IR,SI-NM-38-200,-200.0,38.1,200.37,SILICON,3.4,349.85
LEN,IS,IR,SI-NM-50-50,-50.8,50.8,50.70,SILICON,1.9,89.14
LEN,IS,IR,SI-NM-50-63,-63.5,50.8,69.66,SILICON,2.7,130.62
LEN,IS,IR,SI-NM-50-76,-76.2,50.8,76.39,SILICON,3.1,134.29
LEN,IS,IR,SI-NM-50-100,-100.0,50.8,96.38,SILICON,3.6,162.22
LEN,IS,IR,SI-NM-50-127,-127.0,50.8,127.98,SILICON,3.9,222.86
LEN,IS,IR,SI-NM-50-150,-150.0,50.8,151.05,SILICON,4.1,265.52
LEN,IS,IR,SI-NM-50-200,-200.0,50.8,200.37,SILICON,4.1,349.85
LEN,IS,IR,SI-PX-12-25,25.4,12.7,61.66,SILICON,2.3,0
LEN,IS,IR,SI-PX-12-50,50.8,12.7,123.59,SILICON,2.1,0
LEN,IS,IR,SI-PX-12-76,76.2,12.7,184.50,SILICON,2.1,0
LEN,IS,IR,SI-PX-25-50,50.8,25.4,123.59,SILICON,2.6,0
LEN,IS,IR,SI-PX-25-63,63.5,25.4,154.17,SILICON,2.5,0
LEN,IS,IR,SI-PX-25-76,76.2,25.4,184.50,SILICON,2.4,0
LEN,IS,IR,SI-PX-25-100,100.0,25.4,242.42,SILICON,2.3,0
LEN,IS,IR,SI-PX-25-150,150.0,25.4,363.54,SILICON,2.2,0
LEN,IS,IR,SI-PX-25-200,200.0,25.4,483.10,SILICON,2.1,0
LEN,IS,IR,SI-PX-25-250,250.0,25.4,608.10,SILICON,2.1,0
LEN,IS,IR,SI-PX-25-500,500.0,25.4,1213.90,SILICON,2.0,0
LEN,IS,IR,SI-PX-27-50,50.8,27.94,123.59,SILICON,2.8,0
LEN,IS,IR,SI-PX-27-63,63.5,27.94,154.17,SILICON,2.6,0
LEN,IS,IR,SI-PX-27-76,76.2,27.94,184.50,SILICON,2.5,0
LEN,IS,IR,SI-PX-27-100,100.0,27.94,242.42,SILICON,2.4,0
LEN,IS,IR,SI-PX-27-150,150.0,27.94,363.54,SILICON,2.3,0
LEN,IS,IR,SI-PX-27-200,200.0,27.94,483.10,SILICON,2.2,0
LEN,IS,IR,SI-PX-27-250,250.0,27.94,608.10,SILICON,2.2,0
LEN,IS,IR,SI-PX-27-500,500.0,27.94,1213.90,SILICON,2.1,0
LEN,IS,IR,SI-PX-38-50,50.8,38.1,123.59,SILICON,3.5,0
LEN,IS,IR,SI-PX-38-63,63.5,38.1,154.17,SILICON,3.2,0
LEN,IS,IR,SI-PX-38-76,76.2,38.1,184.50,SILICON,3.0,0
LEN,IS,IR,SI-PX-38-100,100.0,38.1,242.42,SILICON,2.8,0
LEN,IS,IR,SI-PX-38-150,150.0,38.1,363.54,SILICON,2.5,0
LEN,IS,IR,SI-PX-38-200,200.0,38.1,483.10,SILICON,2.4,0
LEN,IS,IR,SI-PX-38-250,250.0,38.1,608.10,SILICON,2.3,0
LEN,IS,IR,SI-PX-38-500,500.0,38.1,1213.90,SILICON,2.2,0
LEN,IS,IR,SI-PX-38-1000,1000.0,38.1,2425.10,SILICON,2.1,0
LEN,IS,IR,SI-PX-38-2000,2000.0,38.1,4920.00,SILICON,2.0,0
LEN,IS,IR,SI-PX-50-76,76.2,50.8,184.50,SILICON,4.3,0
LEN,IS,IR,SI-PX-50-100,100.0,50.8,242.42,SILICON,3.8,0
LEN,IS,IR,SI-PX-50-150,150.0,50.8,363.54,SILICON,3.4,0
LEN,IS,IR,SI-PX-50-200,200.0,50.8,483.10,SILICON,3.2,0
LEN,IS,IR,SI-PX-50-250,250.0,50.8,608.10,SILICON,3.0,0
LEN,IS,IR,SI-PX-50-500,500.0,50.8,1213.90,SILICON,2.8,0
LEN,IS,IR,SI-PX-50-1000,1000.0,50.8,2425.10,SILICON,2.6,0
LEN,IS,IR,SI-PX-50-2000,2000.0,50.8,4920.00,SILICON,2.6,0
LEN,IS,IR,SI-PX-76-150,150.0,76.2,363.54,SILICON,5.0,0
LEN,IS,IR,SI-PX-76-200,200.0,76.2,483.10,SILICON,4.5,0
LEN,IS,IR,SI-PX-76-250,250.0,76.2,608.10,SILICON,4.2,0
LEN,IS,IR,SI-PX-76-500,500.0,76.2,1213.90,SILICON,3.6,0
LEN,IS,IR,SI-PX-76-1000,1000.0,76.2,2425.10,SILICON,3.3,0
LEN,IS,IR,SI-PX-76-2000,2000.0,76.2,4920.00,SILICON,3.2,0
LEN,IS,IR,ZC-PX-12-25,25.4,12.7,35.97,ZNSE,2.6,0
LEN,IS,IR,ZC-PX-12-50,50.8,12.7,71.46,ZNSE,2.3,0
LEN,IS,IR,ZC-PX-25-50,50.8,25.4,71.46,ZNSE,3.1,0
LEN,IS,IR,ZC-PX-25-63,63.5,25.4,89.14,ZNSE,2.9,0
LEN,IS,IR,ZC-PX-25-76,75.0,25.4,106.15,ZNSE,2.8,0
LEN,IS,IR,ZC-PX-25-100,100.0,25.4,139.96,ZNSE,2.6,0
LEN,IS,IR,ZC-PX-25-127,127.0,25.4,180.32,ZNSE,2.5,0
LEN,IS,IR,ZC-PX-25-150,150.0,25.4,209.91,ZNSE,2.4,0
LEN,IS,IR,ZC-PX-25-200,200.0,25.4,281.20,ZNSE,2.3,0
LEN,IS,IR,ZC-PX-25-254,254.0,25.4,356.51,ZNSE,2.2,0
LEN,IS,IR,ZC-PX-25-500,500.0,25.4,698.17,ZNSE,2.1,0
LEN,IS,IR,ZC-PX-38-50,50.8,38.1,71.46,ZNSE,4.6,0
LEN,IS,IR,ZC-PX-38-63,63.5,38.1,89.14,ZNSE,4.1,0
LEN,IS,IR,ZC-PX-38-76,76.2,38.1,106.15,ZNSE,3.7,0
LEN,IS,IR,ZC-PX-38-100,100.0,38.1,139.96,ZNSE,3.3,0
LEN,IS,IR,ZC-PX-38-127,127.0,38.1,180.32,ZNSE,3.0,0
LEN,IS,IR,ZC-PX-38-150,150.0,38.1,209.91,ZNSE,2.9,0
LEN,IS,IR,ZC-PX-38-200,200.0,38.1,281.20,ZNSE,2.6,0
LEN,IS,IR,ZC-PX-38-254,254.0,38.1,356.51,ZNSE,2.5,0
LEN,IS,IR,ZC-PX-38-500,500.0,38.1,698.17,ZNSE,2.3,0
LEN,IS,IR,ZC-PX-38-1000,1000.0,38.1,1404.00,ZNSE,2.1,0
LEN,IS,IR,ZC-PX-38-2000,2000.0,38.1,2808.00,ZNSE,2.1,0
LEN,IS,IR,ZC-PX-50-76,75.0,50.8,106.15,ZNSE,5.6,0
LEN,IS,IR,ZC-PX-50-100,100.0,50.8,139.96,ZNSE,4.8,0
LEN,IS,IR,ZC-PX-50-127,127.0,50.8,180.32,ZNSE,4.3,0
LEN,IS,IR,ZC-PX-50-150,150.0,50.8,209.91,ZNSE,4.0,0
LEN,IS,IR,ZC-PX-50-200,200.0,50.8,281.20,ZNSE,3.7,0
LEN,IS,IR,ZC-PX-50-254,254.0,50.8,356.51,ZNSE,3.4,0
LEN,IS,IR,ZC-PX-50-300,300.0,50.8,424.67,ZNSE,3.3,0
LEN,IS,IR,ZC-PX-50-500,500.0,50.8,698.17,ZNSE,3.0,0
LEN,IS,IR,ZC-PX-50-1000,1000.0,50.8,1404.00,ZNSE,2.7,0
LEN,IS,IR,ZC-PX-50-2000,2000.0,50.8,2808.00,ZNSE,2.6,0
LEN,IS,IR,ZC-PX-76-150,150.0,76.2,209.91,ZNSE,6.5,0
LEN,IS,IR,ZC-PX-76-200,200.0,76.2,281.20,ZNSE,5.6,0
LEN,IS,IR,ZC-PX-76-254,254.0,76.2,356.51,ZNSE,5.1,0
LEN,IS,IR,ZC-PX-76-500,500.0,76.2,698.17,ZNSE,4.0,0
LEN,IS,IR,ZC-PX-76-1000,1000.0,76.2,1404.00,ZNSE,3.5,0
LEN,IS,IR,ZC-PX-76-2000,2000.0,76.2,2808.00,ZNSE,3.3,0
LEN,IS,IR,ZC-PM-12-12,13.0,12.7,22.96,ZNSE,2.7,10.79
LEN,IS,IR,ZC-PM-12-25,25.4,12.7,64.27,ZNSE,2.1,23.66
LEN,IS,IR,ZC-PM-12-50,50.8,12.7,107.65,ZNSE,1.8,42.85
LEN,IS,IR,ZC-PM-25-25,25.4,25.4,58.34,ZNSE,4.4,22.91
LEN,IS,IR,ZC-PM-25-38,38.1,25.4,122.73,ZNSE,3.6,38.04
LEN,IS,IR,ZC-PM-25-50,50.8,25.4,107.65,ZNSE,3.2,43.95
LEN,IS,IR,ZC-PM-25-63,63.5,25.4,161.08,ZNSE,2.9,58.49
LEN,IS,IR,ZC-PM-25-76,76.2,25.4,179.47,ZNSE,2.8,68.23
LEN,IS,IR,ZC-PM-25-100,101.0,25.4,250.00,ZNSE,2.6,90.78
LEN,IS,IR,ZC-PM-25-127,127.0,25.4,449.80,ZNSE,2.5,127.35
LEN,IS,IR,ZC-PM-25-150,150.0,25.4,299.90,ZNSE,2.4,124.17
LEN,IS,IR,ZC-PM-38-38,38.1,38.1,79.98,ZNSE,6.6,33.57
LEN,IS,IR,ZC-PM-38-50,50.8,38.1,107.65,ZNSE,5.7,43.95
LEN,IS,IR,ZC-PM-38-63,63.5,38.1,161.08,ZNSE,5.1,58.49
LEN,IS,IR,ZC-PM-38-76,76.2,38.1,179.47,ZNSE,4.7,68.23
LEN,IS,IR,ZC-PM-38-100,101.0,38.1,250.00,ZNSE,4.3,90.78
LEN,IS,IR,ZC-PM-38-127,127.0,38.1,449.80,ZNSE,4.0,127.35
LEN,IS,IR,ZC-PM-38-150,150.0,38.1,299.90,ZNSE,3.9,124.17
LEN,IS,IR,ZC-PM-38-200,203.0,38.1,633.90,ZNSE,3.6,199.07
LEN,IS,IR,ZC-PM-50-50,50.8,50.8,103.05,ZNSE,8.4,43.95
LEN,IS,IR,ZC-PM-50-63,63.5,50.8,202.30,ZNSE,7.3,63.68
LEN,IS,IR,ZC-PM-50-76,76.2,50.8,179.47,ZNSE,6.6,68.23
LEN,IS,IR,ZC-PM-50-100,101.0,50.8,225.90,ZNSE,5.8,89.13
LEN,IS,IR,ZC-PM-50-127,127.0,50.8,449.80,ZNSE,5.3,127.35
LEN,IS,IR,ZC-PM-50-150,150.0,50.8,299.90,ZNSE,5.0,124.17
LEN,IS,IR,ZC-PM-50-200,203.0,50.8,633.90,ZNSE,4.6,199.08
LEN,IS,IR,ZC-NM-12-12,-13.0,12.7,10.72,ZNSE,2.2,29.38
LEN,IS,IR,ZC-NM-12-25,-25.0,12.7,22.96,ZNSE,2.2,70.15
LEN,IS,IR,ZC-NM-12-50,-50.0,12.7,43.47,ZNSE,2.5,118.84
LEN,IS,IR,ZC-NM-25-25,-25.0,25.4,21.23,ZNSE,3.0,58.49
LEN,IS,IR,ZC-NM-25-38,-38.0,25.4,37.15,ZNSE,3.0,130.62
LEN,IS,IR,ZC-NM-25-50,-50.0,25.4,43.47,ZNSE,3.2,118.84
LEN,IS,IR,ZC-NM-25-63,-63.5,25.4,64.27,ZNSE,3.0,236.02
LEN,IS,IR,ZC-NM-25-76,-75.0,25.4,66.25,ZNSE,2.7,182.39
LEN,IS,IR,ZC-NM-25-100,-100.0,25.4,104.24,ZNSE,3.0,414.00
LEN,IS,IR,ZC-NM-25-127,-127.0,25.4,127.98,ZNSE,3.2,483.06
LEN,IS,IR,ZC-NM-38-38,-38.0,38.1,37.15,ZNSE,4.3,130.62
LEN,IS,IR,ZC-NM-38-50,-50.0,38.1,43.47,ZNSE,4.0,118.84
LEN,IS,IR,ZC-NM-38-63,-63.5,38.1,64.27,ZNSE,4.0,236.02
LEN,IS,IR,ZC-NM-38-76,-75.0,38.1,66.25,ZNSE,3.8,182.39
LEN,IS,IR,ZC-NM-38-100,-100.0,38.1,104.24,ZNSE,4.0,414.00
LEN,IS,IR,ZC-NM-38-127,-127.0,38.1,127.98,ZNSE,5.0,483.06
LEN,IS,IR,ZC-NM-38-150,-150.0,38.1,151.05,ZNSE,4.0,535.80
LEN,IS,IR,ZC-NM-50-50,-50.0,50.8,43.47,ZNSE,4.0,118.84
LEN,IS,IR,ZC-NM-50-76,-75.0,50.8,66.25,ZNSE,4.0,182.39
LEN,IS,IR,ZC-NM-50-100,-100.0,50.8,104.24,ZNSE,6.2,414.00
LEN,IS,IR,ZC-NM-50-127,-127.0,50.8,127.98,ZNSE,6.0,483.06
LEN,IS,IR,ZC-NM-50-150,-150.0,50.8,130.61,ZNSE,5.7,354.84
LEN,IS,IR,ZC-NM-50-200,-200.0,50.8,200.37,ZNSE,6.2,698.17
