TYPE,MAN ID,CAT,S/N,EFL,DIA 100%,RD 1,GL 1,TH 1,RD 2,GL 2,TH 2,RD 3,GL 3,TH 3,RD 4,GL 4,TH 4,RD 5,GL 5,TH 5,RD 6
LEN,CV,VIS,BICX-25.4-23.9-C,25,25.4,23.9,N-BK7,10,-23.9
LEN,CV,UV,BICX-25.4-23.9-UV,26.9,25.4,23.9,SILUV,10,-23.9
LEN,CV,VIS,BICX-25.4-24.5-C,25.4,25.4,24.5,N-BK7,9,-24.5
LEN,CV,VIS,BICX-25.4-257.1-C,250,25.4,257.1,N-BK7,4.2,-257.1
LEN,CV,VIS,BICX-25.4-308.5-C,299.8,25.4,308.5,N-BK7,4,-308.5
LEN,CV,VIS,BICX-25.4-34.9-C,35,25.4,34.9,N-BK7,6.7,-34.9
LEN,CV,VIS,BICX-25.4-360.0-C,350,25.4,360,N-BK7,4.2,-360
LEN,CV,VIS,BICX-25.4-38.1-C,38.1,25.4,38.1,N-BK7,6.3,-38.1
LEN,CV,UV,BICX-25.4-38.1-UV,41.1,25.4,38.1,SILUV,6.3,-38.1
LEN,CV,VIS,BICX-25.4-411.5-C,399.8,25.4,411.5,N-BK7,2.4,-411.5
LEN,CV,VIS,BICX-25.4-50.6-C,50,25.4,50.6,N-BK7,5.1,-50.6
LEN,CV,UV,BICX-25.4-50.6-MF,63.6,25.4,50.6,MGF2_O,5.1,-50.6
LEN,CV,UV,BICX-25.4-50.6-UV,54,25.4,50.6,SILUV,5.1,-50.6
LEN,CV,VIS,BICX-25.4-514.6-C,499.9,25.4,514.6,N-BK7,4.2,-514.6
LEN,CV,UV,BICX-25.4-572.7-UV,601.9,25.4,572.7,SILUV,2.4,-572.7
LEN,CV,VIS,BICX-25.4-61.0-C,60,25.4,61,N-BK7,4.5,-61
LEN,CV,UV,BICX-25.4-61.0-UV,64.8,25.4,61,SILUV,4.5,-61
LEN,CV,UV,BICX-25.4-64.4-UV,68.7,25.4,64.4,SILUV,6,-64.4
